Weld,Image,GT_Label,AnomalyScore,RegionArea,MaxVal,RegionCount,BurnThru,Concavity,Good,Porosity,Skip,AD_Decision,CL_Decision,AD_ClassID,CL_ClassID,GT_Label_Num,RegionRow,RegionCol,RegionAreaFrac,CL_ConfMax,CL_ConfMargin,SegThresh,ClassThresh
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072174033_Cam1C2_2025-03-17-03-23-34-09.png,Good,0.249223,4156,0.249223,12,0.918367,0.050414,0.022842,0.006425,0.001953,Bad,Good,1,0,0,96.103946,181.634986,0.063416,0.918367,0.867953,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072191533_Cam1C2_2025-03-17-02-16-35-29.png,Good,0.24976,4601,0.24976,7,0.81162,0.150066,0.034601,0.002053,0.00166,Bad,Good,1,0,0,64.203651,161.312975,0.070206,0.81162,0.661554,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072191533_Cam1C2_2025-03-17-02-40-19-37.png,Good,0.268706,3784,0.268706,10,0.834643,0.125553,0.03546,0.002287,0.002057,Bad,Good,1,0,0,78.367336,151.102801,0.057739,0.834643,0.70909,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072194809_Cam1C2_2025-03-17-02-15-41-92.png,Good,0.219019,6280,0.219019,12,0.840075,0.127125,0.031457,0.000735,0.000608,Bad,Bad,1,1,0,103.51035,120.482166,0.095825,0.840075,0.71295,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072194809_Cam1C2_2025-03-17-02-40-46-09.png,Good,0.241114,6872,0.241114,11,0.871643,0.108655,0.018845,0.000481,0.000376,Bad,Bad,1,1,0,106.131548,143.101572,0.104858,0.871643,0.762989,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204123_Cam1C2_2025-03-17-01-51-11-77.png,Good,0.430437,16579,0.430437,9,0.585806,0.191107,0.113095,0.103736,0.006257,Bad,Good,1,0,0,100.630798,110.020568,0.252975,0.585806,0.394699,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204123_Cam1C2_2025-03-17-03-10-10-78.png,Good,0.451718,14942,0.451718,10,0.591233,0.159607,0.125873,0.116483,0.006804,Bad,Good,1,0,0,105.96975,110.47323,0.227997,0.591233,0.431626,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204123_Cam1C2_2025-03-17-03-15-31-74.png,Good,0.390627,17255,0.390627,8,0.692737,0.115626,0.103271,0.082905,0.005462,Bad,Good,1,0,0,104.412112,115.759896,0.26329,0.692737,0.57711,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204310_Cam1C2_2025-03-17-02-10-32-92.png,Good,0.268273,5044,0.268273,11,0.884823,0.067873,0.043362,0.002298,0.001645,Bad,Good,1,0,0,115.341594,114.956582,0.076965,0.884823,0.81695,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204310_Cam1C2_2025-03-17-02-27-23-01.png,Good,0.29138,4721,0.29138,9,0.881084,0.070449,0.043707,0.002579,0.00218,Bad,Good,1,0,0,118.173057,113.042999,0.072037,0.881084,0.810635,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204638_Cam1C2_2025-03-17-02-04-02-12.png,Good,0.24067,7344,0.24067,9,0.81915,0.099681,0.059916,0.018227,0.003027,Bad,Good,1,0,0,81.310866,151.909858,0.112061,0.81915,0.719469,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072204638_Cam1C2_2025-03-17-02-35-01-35.png,Good,0.253975,7201,0.253975,10,0.718041,0.131593,0.1184,0.027659,0.004306,Bad,Good,1,0,0,83.793223,144.900153,0.109879,0.718041,0.586448,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072221830_Cam1C2_2025-03-17-01-51-38-75.png,Good,0.275373,5477,0.275373,6,0.66957,0.198509,0.125415,0.004263,0.002243,Bad,Good,1,0,0,114.490962,114.334307,0.083572,0.66957,0.47106,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072221830_Cam1C2_2025-03-17-03-09-27-11.png,Good,0.289403,5741,0.289403,8,0.873341,0.080522,0.043735,0.001706,0.000696,Bad,Good,1,0,0,111.280962,109.924578,0.087601,0.873341,0.792819,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072221830_Cam1C2_2025-03-17-03-15-05-30.png,Good,0.305577,5723,0.305577,7,0.835078,0.103495,0.058597,0.001936,0.000894,Bad,Good,1,0,0,114.588328,106.676219,0.087326,0.835078,0.731582,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072225240_Cam1C2_2025-03-17-02-16-08-57.png,Good,0.306146,7803,0.306146,4,0.779384,0.135792,0.080777,0.002771,0.001276,Bad,Good,1,0,0,100.50519,134.196976,0.119064,0.779384,0.643592,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072225240_Cam1C2_2025-03-17-02-41-13-86.png,Good,0.268204,9911,0.268204,14,0.892585,0.063823,0.040324,0.002288,0.00098,Bad,Good,1,0,0,114.702149,150.775502,0.15123,0.892585,0.828761,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225072225240_Cam1C2_2025-03-17-02-41-40-47.png,Good,0.310843,5798,0.310843,12,0.481984,0.400516,0.111346,0.004723,0.001432,Bad,Good,1,0,0,71.373232,118.035529,0.08847,0.481984,0.081468,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073000155_Cam1C2_2025-03-17-02-18-58-80.png,Good,0.395376,15597,0.395376,9,0.863943,0.087838,0.035169,0.011186,0.001863,Bad,Good,1,0,0,109.371097,118.257485,0.237991,0.863943,0.776105,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073000155_Cam1C2_2025-03-17-02-44-58-39.png,Good,0.299313,15212,0.299313,13,0.731754,0.160798,0.090888,0.013575,0.002984,Bad,Good,1,0,0,111.169866,121.175125,0.232117,0.731754,0.570956,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073022757_Cam1C2_2025-03-17-02-18-32-11.png,Good,0.241812,9058,0.241812,12,0.889003,0.054962,0.034348,0.02009,0.001597,Bad,Good,1,0,0,118.034445,104.750828,0.138214,0.889003,0.83404,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073022757_Cam1C2_2025-03-17-02-44-31-87.png,Good,0.279056,12428,0.279056,13,0.928716,0.035131,0.018095,0.01696,0.001098,Bad,Good,1,0,0,108.366431,109.572498,0.189636,0.928716,0.893585,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073023653_Cam1C2_2025-03-17-01-08-20-52.png,Good,0.254277,5494,0.254277,9,0.759388,0.140471,0.091594,0.005313,0.003233,Bad,Good,1,0,0,105.676556,130.513833,0.083832,0.759388,0.618917,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073023653_Cam1C2_2025-03-17-02-07-33-72.png,Good,0.264349,5713,0.264349,7,0.879941,0.066305,0.048464,0.003205,0.002085,Bad,Good,1,0,0,95.640469,132.465605,0.087173,0.879941,0.813636,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073023653_Cam1C2_2025-03-17-02-38-53-90.png,Good,0.206657,6329,0.206657,12,0.790588,0.137791,0.069729,0.001015,0.000877,Bad,Good,1,0,0,146.459946,127.109654,0.096573,0.790588,0.652797,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073023653_Cam1C2_2025-03-17-02-39-20-19.png,Good,0.256311,6003,0.256311,6,0.816965,0.118808,0.058416,0.003655,0.002155,Bad,Good,1,0,0,100.687656,135.38614,0.091599,0.816965,0.698157,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024637_Cam1C2_2025-03-17-01-06-58-11.png,Good,0.321962,5466,0.321962,8,0.718197,0.165618,0.112163,0.00346,0.000562,Bad,Bad,1,1,0,88.523966,119.732345,0.083405,0.718197,0.552579,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024637_Cam1C2_2025-03-17-02-00-22-93.png,Good,0.316196,5701,0.316196,11,0.795092,0.150941,0.051215,0.00233,0.000422,Bad,Bad,1,1,0,87.367479,123.615331,0.08699,0.795092,0.644151,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024637_Cam1C2_2025-03-17-02-37-56-25.png,Good,0.320196,5652,0.320196,7,0.800929,0.140467,0.055013,0.003062,0.000529,Bad,Bad,1,1,0,88.765393,121.128627,0.086243,0.800929,0.660462,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024929_Cam1C2_2025-03-17-01-15-07-51.png,Good,0.336434,8324,0.336434,6,0.980536,0.009766,0.008698,0.00066,0.00034,Bad,Good,1,0,0,125.012734,91.238948,0.127014,0.980536,0.97077,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024929_Cam1C2_2025-03-17-01-15-36-02.png,Good,0.326673,11523,0.326673,11,0.721146,0.180532,0.087346,0.008338,0.002639,Bad,Good,1,0,0,105.832509,103.304955,0.175827,0.721146,0.540613,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024929_Cam1C2_2025-03-17-02-12-20-04.png,Good,0.331575,11121,0.331575,10,0.566712,0.263729,0.157592,0.009174,0.002793,Bad,Good,1,0,0,99.984714,97.958097,0.169693,0.566712,0.302984,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024929_Cam1C2_2025-03-17-02-50-40-43.png,Good,0.317537,9440,0.317537,12,0.710889,0.196996,0.080725,0.009129,0.002262,Bad,Good,1,0,0,99.775,100.005508,0.144043,0.710889,0.513893,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073024929_Cam1C2_2025-03-17-03-24-36-94.png,Good,0.299953,10772,0.299953,12,0.777421,0.146371,0.066483,0.007565,0.00216,Bad,Good,1,0,0,108.034534,89.759655,0.164368,0.777421,0.63105,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073034716_Cam1C2_2025-03-17-01-50-45-44.png,Good,0.349608,9374,0.349608,11,0.903606,0.041636,0.03223,0.020795,0.001732,Bad,Good,1,0,0,121.138041,153.369746,0.143036,0.903606,0.86197,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073034716_Cam1C2_2025-03-17-03-11-35-12.png,Good,0.293703,9957,0.293703,12,0.894995,0.041919,0.037414,0.023866,0.001806,Bad,Good,1,0,0,114.940143,147.99528,0.151932,0.894995,0.853076,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073034716_Cam1C2_2025-03-17-03-13-31-39.png,Good,0.331416,10668,0.331416,10,0.875132,0.046332,0.046306,0.030244,0.001986,Bad,Good,1,0,0,119.364361,153.544244,0.162781,0.875132,0.8288,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042633_Cam1C2_2025-03-17-01-10-52-42.png,Good,0.361083,13204,0.361083,7,0.965661,0.026931,0.004923,0.00201,0.000474,Bad,Good,1,0,0,90.273553,103.364208,0.201477,0.965661,0.938731,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042633_Cam1C2_2025-03-17-02-04-55-42.png,Good,0.415667,13649,0.415667,7,0.97002,0.022942,0.004167,0.00233,0.000541,Bad,Good,1,0,0,89.057953,104.481134,0.208267,0.97002,0.947078,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042633_Cam1C2_2025-03-17-02-30-25-77.png,Good,0.343498,12857,0.343498,8,0.965737,0.0265,0.004969,0.00227,0.000525,Bad,Good,1,0,0,90.499961,98.603484,0.196182,0.965737,0.939237,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042847_Cam1C2_2025-03-17-01-13-32-40.png,Good,0.245897,3533,0.245897,15,0.618422,0.222092,0.14559,0.008911,0.004985,Bad,Bad,1,1,0,83.35692,101.857345,0.053909,0.618422,0.396331,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042847_Cam1C2_2025-03-17-01-55-00-77.png,Good,0.231426,4220,0.231426,14,0.544055,0.254055,0.187426,0.008759,0.005704,Bad,Bad,1,1,0,91.657583,99.740284,0.064392,0.544055,0.29,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073042847_Cam1C2_2025-03-17-03-26-23-10.png,Good,0.212517,3896,0.212517,13,0.684785,0.199809,0.102514,0.00807,0.004823,Bad,Bad,1,1,0,83.549281,94.190195,0.059448,0.684785,0.484976,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073043003_Cam1C2_2025-03-17-02-00-50-11.png,Good,0.262242,9342,0.262242,10,0.987893,0.008577,0.002331,0.000938,0.000261,Bad,Good,1,0,0,139.84286,140.334939,0.142548,0.987893,0.979316,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073043003_Cam1C2_2025-03-17-02-01-16-33.png,Good,0.25296,3912,0.25296,13,0.670655,0.168802,0.148225,0.006586,0.005732,Bad,Good,1,0,0,76.881391,110.741564,0.059692,0.670655,0.501854,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073043003_Cam1C2_2025-03-17-02-37-02-68.png,Good,0.258626,3521,0.258626,12,0.778032,0.124441,0.086508,0.006059,0.004959,Bad,Good,1,0,0,74.030957,111.119,0.053726,0.778032,0.653591,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073043003_Cam1C2_2025-03-17-12-59-06-88.png,Good,0.243524,3237,0.243524,15,0.661428,0.169785,0.1535,0.008703,0.006584,Bad,Good,1,0,0,70.336732,106.197405,0.049393,0.661428,0.491643,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073050641_Cam1C2_2025-03-17-01-09-55-35.png,Good,0.260594,4154,0.260594,7,0.568737,0.307815,0.116854,0.004574,0.00202,Bad,Bad,1,1,0,113.990852,115.558739,0.063385,0.568737,0.260922,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073050641_Cam1C2_2025-03-17-02-29-57-60.png,Good,0.260782,4782,0.260782,8,0.511654,0.387636,0.094665,0.003723,0.002324,Bad,Bad,1,1,0,117.354663,122.013593,0.072968,0.511654,0.124018,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073050908_Cam1C2_2025-03-17-02-23-18-37.png,Good,0.190362,3238,0.190362,8,0.656017,0.174336,0.161305,0.005952,0.002391,Bad,Good,1,0,0,99.794009,91.630636,0.049408,0.656017,0.481681,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073050908_Cam1C2_2025-03-17-02-26-30-52.png,Good,0.186623,3284,0.186623,8,0.700916,0.156693,0.13471,0.005513,0.002168,Bad,Good,1,0,0,102.283191,106.04933,0.05011,0.700916,0.544223,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073053457_Cam1C2_2025-03-17-02-14-48-89.png,Good,0.310471,8954,0.310471,16,0.708566,0.143288,0.131834,0.013548,0.002763,Bad,Good,1,0,0,97.94952,140.170315,0.136627,0.708566,0.565278,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073053457_Cam1C2_2025-03-17-02-42-33-70.png,Good,0.24938,8901,0.24938,10,0.671985,0.166213,0.147497,0.011696,0.002609,Bad,Good,1,0,0,92.943939,133.87316,0.135818,0.671985,0.505772,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060716_Cam1C2_2025-03-17-02-14-22-45.png,Good,0.47795,22161,0.47795,6,0.860452,0.06099,0.050417,0.025648,0.002493,Bad,Good,1,0,0,104.411128,111.308154,0.33815,0.860452,0.799462,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060716_Cam1C2_2025-03-17-02-42-59-90.png,Good,0.494624,20445,0.494624,5,0.931463,0.052254,0.008637,0.006794,0.000853,Bad,Good,1,0,0,100.862949,112.460699,0.311966,0.931463,0.879209,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060716_Cam1C2_2025-03-17-03-49-27-64.png,Good,1.297276,61098,1.297276,1,1.0,0.0,0.0,0.0,0.0,Bad,Bad,1,1,0,130.512766,129.702805,0.932281,1.0,1.0,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060716_Cam1C2_2025-03-17-03-49-34-49.png,Good,0.548174,18914,0.548174,7,0.879462,0.093495,0.014492,0.011364,0.001186,Bad,Good,1,0,0,117.821666,108.374907,0.288605,0.879462,0.785967,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060736_Cam1C2_2025-03-17-02-22-25-02.png,Good,0.270843,17237,0.270843,6,0.812708,0.107374,0.058886,0.017824,0.003208,Bad,Good,1,0,0,92.539595,108.501189,0.263016,0.812708,0.705333,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060736_Cam1C2_2025-03-17-02-22-51-26.png,Good,0.39116,10777,0.39116,15,0.79285,0.116491,0.081189,0.006429,0.003041,Bad,Good,1,0,0,51.743157,126.99935,0.164444,0.79285,0.676359,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073060736_Cam1C2_2025-03-17-02-26-03-69.png,Good,0.345332,9904,0.345332,13,0.731454,0.134289,0.1238,0.007461,0.002995,Bad,Good,1,0,0,45.791095,128.754342,0.151123,0.731454,0.597165,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073100358_Cam1C2_2025-03-17-02-15-15-16.png,Good,0.304937,9413,0.304937,8,0.997863,0.001219,0.000823,5.8e-05,3.6e-05,Bad,Good,1,0,0,84.158292,124.240306,0.143631,0.997863,0.996644,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073100358_Cam1C2_2025-03-17-02-42-07-17.png,Good,0.311791,8531,0.311791,7,0.996966,0.001531,0.001404,6.5e-05,3.4e-05,Bad,Good,1,0,0,78.181573,127.401243,0.130173,0.996966,0.995434,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073102831_Cam1C2_2025-03-17-02-24-44-60.png,Good,0.329164,16520,0.329164,8,0.647733,0.206156,0.117859,0.024553,0.003699,Bad,Good,1,0,0,97.993341,101.995278,0.252075,0.647733,0.441577,0.092,0.117
WL10,C:/Users/QuinnMazaris/Desktop/Stacking/DataSet/Good/WL10/WL10_full_10492225073110731_Cam1C2_2025-03-17-02-17-12-09.png,Good,0.344626,7541,0.344626,7,0.52487,0.288742,0.183861,0.001974,0.000554,Bad,Good,1,0,0,93.550325,145.895372,0.115067,0.52487,0.236128,0.092,0.117
